id,date,SP,DATE,HAA,label_fnn
6472,2012-08-14T18:15:56-04:00,Michael McCaul,2012,Michael McCaul,real
5659,2012-04-02T17:16:50-04:00,Barack Obama,2012,Barack Obama,real
6408,2012-08-07T15:44:38-04:00,Occupy Democrats,2012,Occupy Democrats,real
13921,2017-04-02T07:00:00-04:00,Hillary Clinton,2017,Hillary Clinton,fake
11580,2015-11-15T16:18:21-05:00,Barack Obama,2015,Barack Obama,real
3115,2011-01-25T23:02:57-05:00,Barack Obama,2011,Barack Obama,real
15418,2018-05-24T09:00:00-04:00,Mitt Romney,2018,Mitt Romney,fake
12755,2016-07-22T01:02:06-04:00,Bloggers,2016,Bloggers,real
4181,2011-07-26T12:42:53-04:00,Ben Rhodes,2011,Ben Rhodes,real
14167,2017-05-31T11:00:00-04:00,Barack Obama,2017,Barack Obama,real
287,2008-01-16T00:00:00-05:00,Conservative Stories,2008,Conservative Stories,real
13942,2017-04-02T06:00:00-04:00,Donald Trump,2017,Donald Trump,fake
73,2007-09-18T00:00:00-04:00,Barack Obama,2007,Barack Obama,real
14070,2017-05-02T17:20:59-04:00,John Kelly,2017,John Kelly,real
825,2008-10-27T00:00:00-04:00,Barack Obama,2008,Barack Obama,real
1026,2009-05-21T17:54:30-04:00,Bloggers,2009,Bloggers,real
3898,2011-06-08T16:26:24-04:00,Hillary Clinton,2011,Hillary Clinton,real
15453,2018-05-31T16:10:31-04:00,Donald Trump,2018,Donald Trump,real
13420,2016-11-03T15:38:00-04:00,Planned Parenthood,2016,Planned Parenthood,real
13515,2016-12-07T11:00:00-05:00,Richard Durbin,2016,Richard Durbin,fake
3935,2011-06-14T17:37:18-04:00,Elijah Cummings,2011,Elijah Cummings,real
13682,2017-02-02T16:23:52-05:00,Ben Sasse,2017,Ben Sasse,real
6603,2012-08-31T00:32:11-04:00,Hillary Clinton,2012,Hillary Clinton,real
15341,2018-05-03T10:49:48-04:00,Sid Miller,2018,Sid Miller,fake
12418,2016-05-22T16:04:04-04:00,Michele Bachmann,2016,Michele Bachmann,real
3527,2011-04-04T16:08:42-04:00,Keith Ellison,2011,Keith Ellison,real
4291,2011-08-15T17:26:20-04:00,Mitt Romney,2011,Mitt Romney,real
1177,2009-09-09T19:30:35-04:00,Patriotnetworkone,2009,Patriotnetworkone,real
512,2008-06-04T00:00:00-04:00,Hillary Clinton,2008,Hillary Clinton,real
14402,2017-08-07T17:28:23-04:00,George Will,2017,George Will,fake
11699,2015-12-17T11:29:56-05:00,Paul Krugman,2015,Paul Krugman,real
4850,2011-11-28T13:59:12-05:00,Barack Obama,2011,Barack Obama,real
9691,2014-07-31T11:34:58-04:00,Barack Obama,2014,Barack Obama,real
13260,2016-10-13T17:36:31-04:00,Bloggers,2016,Bloggers,real
13303,2016-10-19T23:15:20-04:00,Rand Paul,2016,Rand Paul,real
13244,2016-10-11T18:22:01-04:00,Democratic National Committee,2016,Democratic National Committee,real
13943,2017-04-02T06:00:00-04:00,Nancy Pelosi,2017,Nancy Pelosi,fake
14991,2018-02-01T11:59:59-05:00,Hillary Clinton,2018,Hillary Clinton,fake
285,2008-01-15T00:00:00-05:00,Hillary Clinton,2008,Hillary Clinton,real
3428,2011-03-15T17:22:31-04:00,Hillary Clinton,2011,Hillary Clinton,real
10371,2015-01-11T11:57:45-05:00,Bloggers,2015,Bloggers,real
3198,2011-02-08T13:56:52-05:00,Breitbart,2011,Breitbart,real
3304,2011-02-24T17:42:15-05:00,Mitt Romney,2011,Mitt Romney,real
15371,2018-05-10T12:03:18-04:00,George Will,2018,George Will,fake
14474,2017-08-29T13:09:42-04:00,Michael McCaul,2017,Michael McCaul,real
14155,2017-05-26T12:15:39-04:00,Bill OReilly,2017,Bill OReilly,fake
3731,2011-05-10T17:35:43-04:00,Jeff Fitzgerald,2011,Jeff Fitzgerald,real
11021,2015-07-02T11:06:44-04:00,WashingtonSources,2015,WashingtonSources,real
7182,2012-12-17T12:24:22-05:00,Adam Schiff,2012,Adam Schiff,real
2592,2010-10-14T18:04:10-04:00,PatriotCriercom,2010,PatriotCriercom,real
15133,2018-03-14T10:37:41-04:00,Barack Obama,2018,Barack Obama,real
2435,2010-09-22T10:02:45-04:00,Facebook posts,2010,Facebook posts,real
542,2008-06-24T00:00:00-04:00,Allen West,2008,Allen West,real
751,2008-09-27T00:00:00-04:00,Chris  Coons,2008,Chris Coons,real
740,2008-10-01T00:00:00-04:00,Donald Trump,2008,Donald Trump,real
6932,2012-10-16T23:07:07-04:00,Barack Obama,2012,Barack Obama,real
5276,2012-01-30T17:25:53-05:00,John McCain,2012,John McCain,real
11770,2016-01-17T22:39:48-05:00,John McCain,2016,John McCain,real
13496,2016-11-29T17:10:36-05:00,Defenders of Wildlife Action Fund,2016,Defenders of Wildlife Action Fund,fake
15570,2018-07-05T15:38:28-04:00,Barack Obama,2018,Barack Obama,fake
10787,2015-05-01T09:49:46-04:00,Chain email,2015,Chain email,real
239,2007-12-19T00:00:00-05:00,Hillary Clinton,2007,Hillary Clinton,real
1866,2010-06-11T13:08:27-04:00,Bloggers,2010,Bloggers,real
106,2007-10-07T00:00:00-04:00,Diamond and Silk,2007,Diamond and Silk,real
14596,2017-10-03T14:27:39-04:00,Marco Rubio,2017,Marco Rubio,fake
648,2008-08-26T00:00:00-04:00,Ron Paul,2008,Ron Paul,real
357,2008-02-15T00:00:00-05:00,Jerry Brown,2008,Jerry Brown,real
599,2008-08-01T00:00:00-04:00,Hillary Clinton,2008,Hillary Clinton,real
423,2008-04-08T00:00:00-04:00,Bloggers,2008,Bloggers,real
7390,2013-02-15T11:25:23-05:00,Democratic National Committee,2013,Democratic National Committee,real
1180,2009-09-09T21:31:29-04:00,Chain email,2009,Chain email,real
11115,2015-07-26T18:33:14-04:00,Barack Obama,2015,Barack Obama,real
4451,2011-09-15T16:24:24-04:00,MoveOnorg,2011,MoveOnorg,real
4177,2011-07-25T17:48:34-04:00,Barack Obama,2011,Barack Obama,real
11191,2015-08-11T15:31:01-04:00,Barack Obama,2015,Barack Obama,real
11072,2015-07-16T11:08:54-04:00,Rand Paul,2015,Rand Paul,real
9802,2014-08-21T13:52:02-04:00,Sean Hannity,2014,Sean Hannity,real
910,2009-01-19T19:11:52-05:00,Ron Paul,2009,Ron Paul,real
2624,2010-10-18T18:14:09-04:00,Carly Fiorina,2010,Carly Fiorina,real
13352,2016-10-26T17:19:52-04:00,Bobby Jindal,2016,Bobby Jindal,real
276,2008-01-10T00:00:00-05:00,Rand Paul,2008,Rand Paul,real
6267,2012-07-16T16:39:48-04:00,Nancy Pelosi,2012,Nancy Pelosi,real
186,2007-11-27T00:00:00-05:00,Michael Bennet,2007,Michael Bennet,real
5321,2012-02-08T15:31:51-05:00,Hillary Clinton,2012,Hillary Clinton,real
13058,2016-09-13T17:21:30-04:00,Mike Huckabee,2016,Mike Huckabee,real
15525,2018-06-25T12:27:16-04:00,Barack Obama,2018,Barack Obama,fake
2205,2010-08-10T11:47:44-04:00,Fred Thompson,2010,Fred Thompson,real
2281,2010-08-26T13:49:37-04:00,Mitt Romney,2010,Mitt Romney,real
6831,2012-10-04T12:03:05-04:00,Barack Obama,2012,Barack Obama,real
12486,2016-06-06T17:54:47-04:00,Bloggers,2016,Bloggers,real
15135,2018-03-14T17:54:21-04:00,Gen Peter Chiarelli,2018,Gen Peter Chiarelli,fake
4275,2011-08-12T11:12:11-04:00,Michael Bloomberg,2011,Michael Bloomberg,real
502,2008-06-02T00:00:00-04:00,Mitt Romney,2008,Mitt Romney,real
246,2007-12-28T00:00:00-05:00,Hillary Clinton,2007,Hillary Clinton,real
8537,2013-11-13T10:00:00-05:00,Liberty Headlines,2013,Liberty Headlines,real
348,2008-02-11T00:00:00-05:00,Tim Pawlenty,2008,Tim Pawlenty,real
329,2008-02-01T00:00:00-05:00,Barack Obama,2008,Barack Obama,real
4591,2011-10-18T22:35:37-04:00,Mitt Romney,2011,Mitt Romney,real
401,2008-03-17T00:00:00-04:00,Steve Israel,2008,Steve Israel,real
554,2008-07-02T00:00:00-04:00,Barack Obama,2008,Barack Obama,real
201,2007-11-28T00:00:00-05:00,Barack Obama,2007,Barack Obama,real
582,2008-07-22T00:00:00-04:00,Mitt Romney,2008,Mitt Romney,real
3892,2011-06-08T12:43:11-04:00,Campaign to Defend America,2011,Campaign to Defend America,real
677,2008-08-31T00:00:00-04:00,Bob Barr,2008,Bob Barr,real
208,2007-12-03T00:00:00-05:00,Mitt Romney,2007,Mitt Romney,real
574,2008-07-31T00:00:00-04:00,Barack Obama,2008,Barack Obama,real
206,2007-11-29T00:00:00-05:00,Janice Hahn,2007,Janice Hahn,real
6641,2012-09-06T00:19:10-04:00,John McCain,2012,John McCain,real
1161,2009-08-31T14:25:18-04:00,Mike Huckabee,2009,Mike Huckabee,real
2594,2010-10-14T17:29:35-04:00,Campaign Money Watch,2010,Campaign Money Watch,real
15031,2018-02-12T11:14:11-05:00,Ron Paul,2018,Ron Paul,real
310,2008-01-27T00:00:00-05:00,Bill Clinton,2008,Bill Clinton,real
14144,2017-05-23T14:06:32-04:00,Newt Gingrich,2017,Newt Gingrich,fake
4809,2011-11-18T11:28:11-05:00,Joe Manchin,2011,Joe Manchin,real
6234,2012-07-10T15:59:40-04:00,Breitbart,2012,Breitbart,real
968,2009-03-23T17:15:12-04:00,Mitt Romney,2009,Mitt Romney,real
2836,2010-11-18T14:46:55-05:00,Newt Gingrich,2010,Newt Gingrich,real
1106,2009-07-30T17:12:32-04:00,Joe Biden,2009,Joe Biden,real
3335,2011-03-02T10:56:02-05:00,Robert Gibbs,2011,Robert Gibbs,real
4190,2011-07-27T15:56:19-04:00,Barack Obama,2011,Barack Obama,real
2758,2010-10-31T17:10:27-04:00,John Pistole,2010,John Pistole,real
642,2008-08-23T00:00:00-04:00,Chain email,2008,Chain email,real
12945,2016-08-22T18:41:47-04:00,Scott Walker,2016,Scott Walker,real
1823,2010-05-24T17:36:23-04:00,Barack Obama,2010,Barack Obama,real
746,2008-09-26T00:00:00-04:00,John Boehner,2008,John Boehner,real
8611,2013-11-27T15:19:05-05:00,Joe Biden,2013,Joe Biden,real
695,2008-09-04T00:00:00-04:00,Hillary Clinton,2008,Hillary Clinton,real
7506,2013-03-12T13:57:18-04:00,Chris Matthews,2013,Chris Matthews,real
6089,2012-06-14T17:14:11-04:00,Barack Obama,2012,Barack Obama,real
14880,2017-12-29T15:31:28-05:00,Marco Rubio,2017,Marco Rubio,real
14135,2017-05-18T16:17:38-04:00,Sarah Palin,2017,Sarah Palin,fake
1143,2009-08-18T18:26:15-04:00,Rand Paul,2009,Rand Paul,real
509,2008-07-11T00:00:00-04:00,National Rifle Association,2008,National Rifle Association,real
7872,2013-06-07T10:55:36-04:00,  Infowars,2013,Infowars,real
546,2008-06-27T00:00:00-04:00,Chain email,2008,Chain email,real
84,2007-09-21T00:00:00-04:00,J James Rohack,2007,J James Rohack,real
150,2007-10-30T00:00:00-04:00,John McCain,2007,John McCain,real
211,2007-12-04T00:00:00-05:00,Tim Griffin,2007,Tim Griffin,real
13766,2017-02-21T16:09:46-05:00,John McCain,2017,John McCain,fake
99,2007-10-02T00:00:00-04:00,Republican National Committee,2007,Republican National Committee,real
1130,2009-08-11T17:23:25-04:00,Mitt Romney,2009,Mitt Romney,real
319,2008-01-28T00:00:00-05:00,John McCain,2008,John McCain,real
5868,2012-05-08T11:06:50-04:00,Bloggers,2012,Bloggers,real
279,2008-01-11T00:00:00-05:00,John McCain,2008,John McCain,real
14664,2017-10-20T10:28:02-04:00,Barack Obama,2017,Barack Obama,fake
6612,2012-08-31T17:18:50-04:00,John McCain,2012,John McCain,real
14932,2018-01-17T11:51:47-05:00,Barack Obama,2018,Barack Obama,fake
429,2008-04-23T00:00:00-04:00,Mike Huckabee,2008,Mike Huckabee,real
6730,2012-09-18T18:06:41-04:00,Breitbart,2012,Breitbart,real
2093,2010-07-21T11:51:18-04:00,Mitt Romney,2010,Mitt Romney,real
1063,2009-06-25T14:13:57-04:00,Republican News,2009,Republican News,real
669,2008-08-28T00:00:00-04:00,Focus on the Family Action,2008,Focus on the Family Action,real
8005,2013-07-11T10:55:01-04:00,Mitt Romney,2013,Mitt Romney,real
4879,2011-12-02T17:38:01-05:00,Joe Biden,2011,Joe Biden,real
7668,2013-04-18T15:37:46-04:00,Edward  Markey,2013,Edward Markey,real
333,2008-02-04T00:00:00-05:00,Barack Obama,2008,Barack Obama,real
7665,2013-04-18T13:49:28-04:00,Rand Paul,2013,Rand Paul,real
785,2008-10-08T00:00:00-04:00,Rick Santorum,2008,Rick Santorum,real
12148,2016-03-30T12:24:36-04:00,Barack Obama,2016,Barack Obama,real
7540,2013-03-20T12:08:02-04:00,Mitt Romney,2013,Mitt Romney,real
499,2008-05-23T00:00:00-04:00,Gabrielle Giffords,2008,Gabrielle Giffords,real
806,2008-10-15T00:00:00-04:00,Barack Obama,2008,Barack Obama,real
906,2009-01-16T13:53:15-05:00,Hillary Clinton,2009,Hillary Clinton,real
4433,2011-09-12T20:54:54-04:00,Sarah Palin,2011,Sarah Palin,real
4372,2011-09-01T12:05:52-04:00,Barack Obama,2011,Barack Obama,real
317,2008-01-25T00:00:00-05:00,John McCain,2008,John McCain,real
462,2008-05-01T00:00:00-04:00,Competitive Enterprise Institute,2008,Competitive Enterprise Institute,real
11989,2016-03-02T11:53:19-05:00,Mitt Romney,2016,Mitt Romney,real
997,2009-04-30T17:32:22-04:00,Robert Reich,2009,Robert Reich,real
421,2008-04-08T00:00:00-04:00,Bill Clinton,2008,Bill Clinton,real
780,2008-10-07T00:00:00-04:00,Hillary Clinton,2008,Hillary Clinton,real
7595,2013-04-02T17:21:45-04:00,Ted Cruz,2013,Ted Cruz,real
6556,2012-08-27T18:02:59-04:00,Barack Obama,2012,Barack Obama,real
8130,2013-08-08T12:22:59-04:00,MoveOnorg,2013,MoveOnorg,real
1312,2009-11-10T18:02:10-05:00,John McCain,2009,John McCain,real
14863,2017-12-20T09:55:15-05:00,Mark Kelly,2017,Mark Kelly,fake
263,2008-01-06T00:00:00-05:00,Reince Priebus,2008,Reince Priebus,real
2964,2010-12-15T14:01:53-05:00,Ted Deutch,2010,Ted Deutch,real
8989,2014-03-02T15:44:24-05:00,Planned Parenthood,2014,Planned Parenthood,real
1084,2009-07-13T17:48:18-04:00,USA In Front,2009,USA In Front,real
497,2008-05-23T00:00:00-04:00,Hillary Clinton,2008,Hillary Clinton,real
3281,2011-02-21T18:55:11-05:00,Barack Obama,2011,Barack Obama,real
1176,2009-09-09T18:45:56-04:00,Mike  Rogers,2009,Mike Rogers,real
4887,2011-12-02T17:59:04-05:00,Lindsey Graham,2011,Lindsey Graham,real
6519,2012-08-23T12:36:23-04:00,Barack Obama,2012,Barack Obama,real
439,2008-04-16T00:00:00-04:00,George Will,2008,George Will,real
5469,2012-03-02T16:20:37-05:00,Matt Miller,2012,Matt Miller,real
343,2008-02-08T00:00:00-05:00,Mitt Romney,2008,Mitt Romney,real
409,2008-03-27T00:00:00-04:00,Barack Obama,2008,Barack Obama,real
14920,2018-01-11T16:18:16-05:00,Hillary Clinton,2018,Hillary Clinton,real
3468,2011-03-24T15:03:37-04:00,Red  White and Blue Fund,2011,Red White and Blue Fund,real
258,2008-01-03T00:00:00-05:00,Mike Huckabee,2008,Mike Huckabee,real
4080,2011-07-08T16:07:55-04:00,Bill Clinton,2011,Bill Clinton,real
620,2008-08-12T00:00:00-04:00,Norm Eisen,2008,Norm Eisen,real
1307,2009-11-09T18:32:41-05:00,Lawrence ODonnell,2009,Lawrence ODonnell,real
979,2009-03-31T17:27:33-04:00,Mitt Romney,2009,Mitt Romney,real
700,2008-09-05T00:00:00-04:00,John Cornyn,2008,John Cornyn,real
4306,2011-08-18T12:01:21-04:00,Barack Obama,2011,Barack Obama,real
627,2008-08-15T00:00:00-04:00,Barack Obama,2008,Barack Obama,real
1118,2009-08-06T18:38:20-04:00,Barack Obama,2009,Barack Obama,real
6173,2012-06-28T17:19:57-04:00,John McCain,2012,John McCain,real
783,2008-12-03T00:00:00-05:00,Warren Buffett,2008,Warren Buffett,real
2393,2010-09-15T10:30:13-04:00,John McCain,2010,John McCain,real
621,2008-08-13T00:00:00-04:00,Public Citizen,2008,Public Citizen,real
1135,2009-08-14T17:07:25-04:00,Sarah Palin,2009,Sarah Palin,real
741,2008-10-01T00:00:00-04:00,John McCain,2008,John McCain,real
773,2008-10-06T00:00:00-04:00,John Dennis,2008,John Dennis,real
214,2007-12-06T00:00:00-05:00,Barack Obama,2007,Barack Obama,real
489,2008-05-19T00:00:00-04:00,David Axelrod,2008,David Axelrod,real
1333,2009-11-19T19:14:49-05:00,Defenders of Wildlife Action Fund,2009,Defenders of Wildlife Action Fund,real
6146,2012-06-22T17:10:18-04:00,Joe Biden,2012,Joe Biden,real
5690,2012-04-05T17:29:46-04:00,Hillary Clinton,2012,Hillary Clinton,real
528,2008-06-17T00:00:00-04:00,Barack Obama,2008,Barack Obama,real
943,2009-02-25T15:22:21-05:00,Ralph Nader,2009,Ralph Nader,real
216,2007-12-10T00:00:00-05:00,Chain email,2007,Chain email,real
600,2008-08-01T00:00:00-04:00,David Plouffe,2008,David Plouffe,real
6537,2012-08-26T16:22:48-04:00,Barack Obama,2012,Barack Obama,real
681,2008-09-01T00:00:00-04:00,John McCain,2008,John McCain,real
724,2008-09-18T00:00:00-04:00,John McCain,2008,John McCain,real
356,2008-02-14T00:00:00-05:00,Hillary Clinton,2008,Hillary Clinton,real
320,2008-01-28T00:00:00-05:00,Barack Obama,2008,Barack Obama,real
3455,2011-03-22T09:56:48-04:00,Mitt Romney,2011,Mitt Romney,real
14940,2018-01-22T10:30:08-05:00,Lindsey Graham,2018,Lindsey Graham,real
6277,2012-07-17T16:30:40-04:00,Barack Obama,2012,Barack Obama,real
8045,2013-07-19T11:46:09-04:00,James Dobson,2013,James Dobson,real
2734,2010-10-29T15:15:01-04:00,John McCain,2010,John McCain,real
679,2008-09-01T00:00:00-04:00,Robin Wright,2008,Robin Wright,real
3632,2011-04-25T15:30:04-04:00,Jeff Flake,2011,Jeff Flake,real
6360,2012-07-31T15:57:54-04:00,Barack Obama,2012,Barack Obama,real
5632,2012-03-27T16:36:42-04:00,Tom Cole,2012,Tom Cole,real
7888,2013-06-13T14:39:54-04:00,Sharron Angle,2013,Sharron Angle,real
336,2008-02-04T00:00:00-05:00,Sarah Palin,2008,Sarah Palin,real
1038,2009-05-29T16:19:05-04:00,Paul Krugman,2009,Paul Krugman,real
998,2009-04-30T17:06:05-04:00,Bernie Sanders,2009,Bernie Sanders,real
408,2008-03-27T00:00:00-04:00,Barack Obama,2008,Barack Obama,real
4555,2011-10-06T14:44:22-04:00,Mark Udall,2011,Mark Udall,real
230,2007-12-17T00:00:00-05:00,Citizens United Political Victory Fund,2007,Citizens United Political Victory Fund,real
951,2009-03-05T18:39:40-05:00,North Korean foreign ministry,2009,North Korean foreign ministry,real
368,2008-02-22T00:00:00-05:00,John Boehner,2008,John Boehner,real
379,2008-02-27T00:00:00-05:00,Bill Clinton,2008,Bill Clinton,real
6939,2012-10-17T13:26:05-04:00,Bernie Sanders,2012,Bernie Sanders,real
720,2008-09-16T00:00:00-04:00,Hillary Clinton,2008,Hillary Clinton,real
834,2008-10-29T00:00:00-04:00,Barack Obama,2008,Barack Obama,real
596,2008-07-30T00:00:00-04:00,Barack Obama,2008,Barack Obama,real
414,2008-04-01T00:00:00-04:00,Hillary Clinton,2008,Hillary Clinton,real
390,2008-03-07T00:00:00-05:00,Barack Obama,2008,Barack Obama,real
5011,2011-12-21T15:30:00-05:00,Barack Obama,2011,Barack Obama,real
763,2008-10-09T00:00:00-04:00,John McCain,2008,John McCain,real
412,2008-03-26T00:00:00-04:00,Barack Obama,2008,Barack Obama,real
976,2009-03-27T16:33:46-04:00,Barack Obama,2009,Barack Obama,real
445,2008-04-17T00:00:00-04:00,Carl Levin,2008,Carl Levin,real
1277,2009-10-23T19:03:09-04:00,Barack Obama,2009,Barack Obama,real
1213,2009-09-25T17:05:40-04:00,Restore Our Future,2009,Restore Our Future,real
809,2008-10-16T00:00:00-04:00,National Right to Life Committee,2008,National Right to Life Committee,real
4858,2011-11-29T16:51:15-05:00,Mike Gravel,2011,Mike Gravel,real
1027,2009-05-21T18:15:17-04:00,Robert Gibbs,2009,Robert Gibbs,real
9734,2014-08-07T11:55:10-04:00,Barack Obama,2014,Barack Obama,real
683,2008-09-02T00:00:00-04:00,Robert Gibbs,2008,Robert Gibbs,real
3581,2011-04-13T13:39:57-04:00,Michael Moore,2011,Michael Moore,real
1028,2009-05-21T19:04:20-04:00,Barack Obama,2009,Barack Obama,real
535,2008-06-20T00:00:00-04:00,Democratic National Committee,2008,Democratic National Committee,real
3320,2011-02-28T10:33:56-05:00,Barack Obama,2011,Barack Obama,real
377,2008-02-27T00:00:00-05:00,Rand Paul,2008,Rand Paul,real
12057,2016-03-13T17:38:03-04:00,Rudy Giuliani,2016,Rudy Giuliani,real
1047,2009-06-10T16:05:58-04:00,Tim Pawlenty,2009,Tim Pawlenty,real
516,2008-06-09T00:00:00-04:00,Dick Cheney,2008,Dick Cheney,real
5778,2012-04-23T16:47:08-04:00,John McCain,2012,John McCain,real
736,2008-09-24T00:00:00-04:00,Jim DeMint,2008,Jim DeMint,real
498,2008-05-23T00:00:00-04:00,Hillary Clinton,2008,Hillary Clinton,real
13469,2016-11-16T11:00:00-05:00,Ted Cruz,2016,Ted Cruz,real
1067,2009-06-30T14:47:14-04:00,Barack Obama,2009,Barack Obama,real
537,2008-06-23T00:00:00-04:00,John McCain,2008,John McCain,real
6998,2012-10-24T14:43:23-04:00,Barack Obama,2012,Barack Obama,real
2714,2010-10-27T17:24:50-04:00,Barack Obama,2010,Barack Obama,real
7669,2013-04-18T16:37:51-04:00,Barack Obama,2013,Barack Obama,real
659,2008-08-27T00:00:00-04:00,Rudy Giuliani,2008,Rudy Giuliani,real
954,2009-03-11T17:31:43-04:00,Lamar Smith,2009,Lamar Smith,real
6646,2012-09-06T13:29:00-04:00,Barack Obama,2012,Barack Obama,real
6842,2012-10-05T13:42:27-04:00,Barack Obama,2012,Barack Obama,real
4926,2011-12-12T11:40:26-05:00,Democratic Senatorial Campaign Committee,2011,Democratic Senatorial Campaign Committee,real
1014,2009-05-12T19:14:11-04:00,Barack Obama,2009,Barack Obama,real
975,2009-03-26T17:56:55-04:00,Howard Dean,2009,Howard Dean,real
11960,2016-02-26T15:09:23-05:00,Robert Gibbs,2016,Robert Gibbs,real
514,2008-06-05T00:00:00-04:00,Bill Clinton,2008,Bill Clinton,real
958,2009-03-16T15:23:42-04:00,Barack Obama,2009,Barack Obama,real
1013,2009-05-12T19:00:02-04:00,David Brooks,2009,David Brooks,real
7293,2013-01-24T17:35:32-05:00,Miss California USA,2013,Miss California USA,real
1216,2009-09-28T18:14:44-04:00,Judd Gregg,2009,Judd Gregg,real
3693,2011-05-04T16:58:27-04:00,Hillary Clinton,2011,Hillary Clinton,real
385,2008-03-03T00:00:00-05:00,John McCain,2008,John McCain,real
15175,2018-03-23T09:00:00-04:00,John Boehner,2018,John Boehner,real
624,2008-08-13T00:00:00-04:00,MoveOnorg,2008,MoveOnorg,real
8227,2013-09-05T11:57:22-04:00,Ron DeSantis,2013,Ron DeSantis,real
567,2008-07-15T00:00:00-04:00,Republican National Committee,2008,Republican National Committee,real
1256,2009-10-13T18:29:51-04:00,David Stockman,2009,David Stockman,real
339,2008-02-06T00:00:00-05:00,Hillary Clinton,2008,Hillary Clinton,real
6871,2012-10-08T18:17:22-04:00,Barack Obama,2012,Barack Obama,real
2881,2010-11-30T16:52:25-05:00,Evan Jenkins,2010,Evan Jenkins,real
340,2008-02-07T00:00:00-05:00,Democratic National Committee,2008,Democratic National Committee,real
1350,2009-12-02T18:08:25-05:00,Bill Clinton,2009,Bill Clinton,real
8119,2013-08-07T09:00:00-04:00,John McCain,2013,John McCain,real
810,2008-10-17T00:00:00-04:00,Nancy Ann DeParle,2008,Nancy Ann DeParle,real
4787,2011-11-15T10:23:59-05:00,Hillary Clinton,2011,Hillary Clinton,real
5608,2012-03-22T18:16:40-04:00,Barack Obama,2012,Barack Obama,real
6473,2012-08-15T11:01:28-04:00,Mike Mullen,2012,Mike Mullen,real
1314,2009-11-11T19:28:28-05:00,John McCain,2009,John McCain,real
4875,2011-12-01T15:38:11-05:00,Mitch McConnell,2011,Mitch McConnell,real
10731,2015-04-16T15:41:25-04:00,Alan Krueger,2015,Alan Krueger,real
5439,2012-02-29T13:08:11-05:00,Barack Obama,2012,Barack Obama,real
999,2009-04-30T18:00:42-04:00,Ron Paul,2009,Ron Paul,real
961,2009-03-18T17:27:19-04:00,American Bridge 21st Century,2009,American Bridge 21st Century,real
4028,2011-06-30T06:00:00-04:00,Stephanie Cutter,2011,Stephanie Cutter,real
7563,2013-03-26T13:49:45-04:00,Loretta Sanchez,2013,Loretta Sanchez,real
655,2008-08-26T00:00:00-04:00,Barack Obama,2008,Barack Obama,real
5447,2012-02-29T15:26:14-05:00,Jeb Bush,2012,Jeb Bush,real
1185,2009-09-11T18:05:17-04:00,Mitt Romney,2009,Mitt Romney,real
6907,2012-10-12T17:29:58-04:00,Barack Obama,2012,Barack Obama,real
11709,2015-12-20T00:09:35-05:00,Elijah Cummings,2015,Elijah Cummings,real
938,2009-02-19T14:54:29-05:00,Yard sign,2009,Yard sign,real
586,2008-07-24T00:00:00-04:00,Michael Bloomberg,2008,Michael Bloomberg,real
1199,2009-09-21T16:18:56-04:00,Planned Parenthood,2009,Planned Parenthood,real
6652,2012-09-10T15:04:53-04:00,Rick Santorum,2012,Rick Santorum,real
1204,2009-09-22T18:42:29-04:00,John Boehner,2009,John Boehner,real
690,2008-09-03T00:00:00-04:00,Joe Biden,2008,Joe Biden,real
486,2008-05-15T00:00:00-04:00,Bernie Sanders,2008,Bernie Sanders,real
341,2008-02-07T00:00:00-05:00,Rosa DeLauro,2008,Rosa DeLauro,real
440,2008-04-16T00:00:00-04:00,Let Freedom Ring,2008,Let Freedom Ring,real
581,2008-07-22T00:00:00-04:00,National Right to Life Committee,2008,National Right to Life Committee,real
959,2009-03-17T18:36:04-04:00,Bill Clinton,2009,Bill Clinton,real
636,2008-08-21T00:00:00-04:00,Barack Obama,2008,Barack Obama,real
495,2008-05-21T00:00:00-04:00,John McCain,2008,John McCain,real
7489,2013-03-08T13:49:37-05:00,MoveOnorg,2013,MoveOnorg,real
948,2009-03-02T19:08:08-05:00,Mike Huckabee,2009,Mike Huckabee,real
1337,2009-11-20T16:43:33-05:00,Hillary Clinton,2009,Hillary Clinton,real
435,2008-04-16T00:00:00-04:00,Barack Obama,2008,Barack Obama,real
7714,2013-04-30T13:54:44-04:00,Christina Romer,2013,Christina Romer,real
651,2008-08-25T00:00:00-04:00,Barack Obama,2008,Barack Obama,real
384,2008-03-05T00:00:00-05:00,John McCain,2008,John McCain,real
1279,2009-10-23T19:02:30-04:00,Debbie Wasserman Schultz,2009,Debbie Wasserman Schultz,real
608,2008-08-05T00:00:00-04:00,John Boehner,2008,John Boehner,real
1313,2009-11-11T19:19:37-05:00,Mike Enzi,2009,Mike Enzi,real
13283,2016-10-18T16:52:34-04:00,Hillary Clinton,2016,Hillary Clinton,real
7259,2013-01-18T11:22:34-05:00,Ted Poe,2013,Ted Poe,real
14499,2017-09-06T15:33:08-04:00,Democratic National Committee,2017,Democratic National Committee,fake
1202,2009-09-21T13:52:52-04:00,VoteVetsorg,2009,VoteVetsorg,real
9107,2014-03-27T17:45:31-04:00,Dick Cheney,2014,Dick Cheney,real
934,2009-02-10T17:34:27-05:00,Barack Obama,2009,Barack Obama,real
15423,2018-05-24T11:56:11-04:00,Sean Hannity,2018,Sean Hannity,fake
